  ,Date,Trip_ID,Stop_Name,Latitude,Longitude,Visit_Time,Visit_Duration_Min,Travel_Next_Min,Day_Of_Week,Month
D15,13-Oct-2026,TRP-1953,Store A,17.3850,78.4860,16:30,30,11,Tuesday,October
D15,15-Oct-2026,TRP-1954,Market 2,17.3850,78.5080,15:45,22,20,Thursday,October
D15,19-Oct-2026,TRP-1955,Outlet 5,17.4120,78.4980,09:30,12,22,Monday,October
D15,21-Oct-2026,TRP-1956,Store D,17.4000,78.5000,13:15,29,23,Wednesday,October
D15,26-Oct-2026,TRP-1957,Restaurant 2,17.3620,78.4620,14:45,21,35,Monday,October
D15,31-Oct-2026,TRP-1958,Outlet 2,17.3750,78.5050,11:45,30,18,Saturday,October
D15,07-Nov-2026,TRP-1959,Store A,17.3850,78.4860,15:45,53,42,Saturday,November
D15,08-Nov-2026,TRP-1960,Hub West,17.3950,78.4300,10:00,38,20,Sunday,November
D15,09-Nov-2026,TRP-1990,School 1,17.3720,78.4680,15:30,41,10,Monday,November
D15,13-Nov-2026,TRP-1961,Community Center,17.3620,78.4840,08:00,24,16,Friday,November
D15,15-Nov-2026,TRP-1962,Clinic A,17.3820,78.4830,16:15,32,30,Sunday,November
D15,17-Nov-2026,TRP-1963,Depot B,17.3450,78.4550,09:45,30,27,Tuesday,November
D15,23-Nov-2026,TRP-1964,School 1,17.3720,78.4680,11:30,20,37,Monday,November
D15,24-Nov-2026,TRP-1965,Hub North,17.4500,78.5400,12:30,55,24,Tuesday,November
D15,25-Nov-2026,TRP-1966,Park A,17.4180,78.5180,13:15,59,40,Wednesday,November
D15,27-Nov-2026,TRP-1967,Pharmacy 1,17.3750,78.4720,16:45,11,19,Friday,November
D15,28-Nov-2026,TRP-1968,Restaurant 1,17.4020,78.5020,10:45,59,38,Saturday,November
D15,30-Nov-2026,TRP-1969,Outlet 2,17.3750,78.5050,15:15,34,25,Monday,November
D15,04-Dec-2026,TRP-1986,Hub North,17.4500,78.5400,11:00,15,31,Friday,December
D15,05-Dec-2026,TRP-1970,Store I,17.4300,78.5200,10:45,40,24,Saturday,December
D15,05-Dec-2026,TRP-1998,Hub South,17.3300,78.4400,13:45,37,22,Saturday,December
D15,07-Dec-2026,TRP-1971,Restaurant 1,17.4020,78.5020,15:30,45,45,Monday,December
D15,15-Dec-2026,TRP-1972,Depot A,17.4350,78.5350,11:15,19,28,Tuesday,December
D15,18-Dec-2026,TRP-1973,Hub West,17.3950,78.4300,08:15,10,19,Friday,December
D15,20-Dec-2026,TRP-1974,Hub East,17.3950,78.5500,08:30,13,11,Sunday,December
D15,21-Dec-2026,TRP-1975,Depot A,17.4350,78.5350,16:00,19,13,Monday,December
D15,25-Dec-2026,TRP-1976,Store G,17.4200,78.4900,15:30,53,39,Friday,December
D15,27-Dec-2026,TRP-1977,Clinic B,17.3920,78.4960,13:00,19,20,Sunday,December
D15,28-Dec-2026,TRP-1978,Office A,17.3800,78.4750,13:15,54,11,Monday,December
D15,29-Dec-2026,TRP-1991,Pharmacy 2,17.4050,78.4950,10:45,24,18,Tuesday,December
D15,30-Dec-2026,TRP-1979,Market 1,17.3950,78.4880,12:45,53,12,Wednesday,December
D15,31-Dec-2026,TRP-1980,Office B,17.4050,78.5150,08:15,34,10,Thursday,December
