,Date,Trip_ID,Stop_Name,Latitude,Longitude,Visit_Time,Visit_Duration_Min,Travel_Next_Min,Day_Of_Week,Month,Hour,Is_Weekend,Traffic_Level,Stop_Encoded,Cluster,Stop_Frequency,Avg_Stop_Time,Daily_Visits,Route_Efficiency
D13,2026-05-22,TRP-1636,Factory 1,17.46,78.55,1900-01-01 14:45:00,22,19,Friday,May,14,0,1,9,0,36,24.38888888888889,1,1.1
D13,2026-05-25,TRP-1637,Store F,17.41,78.51,1900-01-01 09:00:00,46,13,Monday,May,9,0,2,44,4,31,24.774193548387096,1,3.2857142857142856
D13,2026-05-26,TRP-1638,Office C,17.415,78.485,1900-01-01 11:00:00,49,18,Tuesday,May,11,0,1,23,4,34,27.852941176470587,1,2.5789473684210527
D13,2026-05-27,TRP-1639,Market 1,17.395,78.488,1900-01-01 13:30:00,23,28,Wednesday,May,13,0,1,19,4,52,25.71153846153846,1,0.7931034482758621
D13,2026-06-02,TRP-1640,School 2,17.408,78.512,1900-01-01 08:30:00,48,12,Tuesday,June,8,0,2,37,4,49,26.6734693877551,1,3.6923076923076925
D13,2026-06-04,TRP-1641,Hub East,17.395,78.55,1900-01-01 08:30:00,60,30,Thursday,June,8,0,2,13,0,39,27.94871794871795,1,1.935483870967742
D13,2026-06-06,TRP-1642,Office B,17.405,78.515,1900-01-01 10:00:00,24,33,Saturday,June,10,1,2,22,4,28,22.071428571428573,1,0.7058823529411765
D13,2026-06-08,TRP-1643,Hub West,17.395,78.43,1900-01-01 08:30:00,15,33,Monday,June,8,0,2,16,3,49,29.20408163265306,1,0.4411764705882353
D13,2026-06-09,TRP-1644,Store I,17.43,78.52,1900-01-01 09:45:00,20,41,Tuesday,June,9,0,2,47,0,41,28.170731707317074,1,0.47619047619047616
D13,2026-06-10,TRP-1645,Mall 1,17.37,78.465,1900-01-01 16:30:00,42,39,Wednesday,June,16,0,1,17,2,39,29.71794871794872,1,1.05
D13,2026-06-13,TRP-1646,Market 1,17.395,78.488,1900-01-01 09:30:00,47,12,Saturday,June,9,1,2,19,4,52,25.71153846153846,1,3.6153846153846154
D13,2026-06-21,TRP-1647,Hotel A,17.388,78.492,1900-01-01 10:45:00,57,38,Sunday,June,10,1,2,11,4,44,28.045454545454547,1,1.4615384615384615
D13,2026-06-25,TRP-1648,Office C,17.415,78.485,1900-01-01 12:00:00,18,41,Thursday,June,12,0,1,23,4,34,27.852941176470587,1,0.42857142857142855
D13,2026-06-28,TRP-1649,School 2,17.408,78.512,1900-01-01 14:30:00,33,38,Sunday,June,14,1,1,37,4,49,26.6734693877551,1,0.8461538461538461
D13,2026-06-30,TRP-1650,Bus Terminal,17.384,78.456,1900-01-01 08:45:00,23,33,Tuesday,June,8,0,2,3,2,42,25.738095238095237,1,0.6764705882352942
D13,2026-07-02,TRP-1651,Hotel A,17.388,78.492,1900-01-01 14:30:00,32,21,Thursday,July,14,0,1,11,4,44,28.045454545454547,2,1.4545454545454546
D13,2026-07-06,TRP-1652,Warehouse 1,17.44,78.53,1900-01-01 11:30:00,17,43,Monday,July,11,0,1,51,0,38,27.92105263157895,1,0.38636363636363635
D13,2026-07-07,TRP-1653,Market 1,17.395,78.488,1900-01-01 14:45:00,57,28,Tuesday,July,14,0,1,19,4,52,25.71153846153846,1,1.9655172413793103
D13,2026-07-11,TRP-1654,Office B,17.405,78.515,1900-01-01 13:15:00,49,22,Saturday,July,13,1,1,22,4,28,22.071428571428573,1,2.130434782608696
D13,2026-07-14,TRP-1655,Depot B,17.345,78.455,1900-01-01 08:00:00,31,19,Tuesday,July,8,0,2,8,2,43,28.790697674418606,1,1.55
D13,2026-07-16,TRP-1656,Bank A,17.388,78.482,1900-01-01 13:45:00,13,42,Thursday,July,13,0,1,1,4,36,27.166666666666668,1,0.3023255813953488
D13,2026-07-18,TRP-1657,Restaurant 2,17.362,78.462,1900-01-01 13:30:00,22,39,Saturday,July,13,1,1,35,2,38,24.55263157894737,1,0.55
D13,2026-07-19,TRP-1658,Railway Station,17.432,78.498,1900-01-01 11:45:00,19,40,Sunday,July,11,1,1,33,0,37,27.62162162162162,1,0.4634146341463415
D13,2026-07-24,TRP-1659,Market 1,17.395,78.488,1900-01-01 14:00:00,18,35,Friday,July,14,0,1,19,4,52,25.71153846153846,2,0.5
D13,2026-07-27,TRP-1660,Store H,17.35,78.46,1900-01-01 09:30:00,53,13,Monday,July,9,0,2,46,2,39,25.41025641025641,1,3.7857142857142856
D13,2026-07-31,TRP-1661,Railway Station,17.432,78.498,1900-01-01 14:45:00,50,30,Friday,July,14,0,1,33,0,37,27.62162162162162,1,1.6129032258064515
D13,2026-08-03,TRP-1662,Mall 2,17.425,78.525,1900-01-01 09:00:00,60,18,Monday,August,9,0,2,18,0,32,27.375,1,3.1578947368421053
D13,2026-08-04,TRP-1663,Market 1,17.395,78.488,1900-01-01 15:00:00,54,19,Tuesday,August,15,0,1,19,4,52,25.71153846153846,1,2.7
D13,2026-08-06,TRP-1664,Bus Terminal,17.384,78.456,1900-01-01 16:30:00,29,10,Thursday,August,16,0,1,3,2,42,25.738095238095237,1,2.6363636363636362
D13,2026-08-07,TRP-1665,Shopping Center,17.445,78.527,1900-01-01 13:45:00,33,27,Friday,August,13,0,1,38,0,39,29.94871794871795,2,1.1785714285714286
D13,2026-08-11,TRP-1666,Tech Park 1,17.425,78.515,1900-01-01 16:45:00,33,23,Tuesday,August,16,0,1,49,0,35,24.485714285714284,2,1.375
D13,2026-08-12,TRP-1667,Hub North,17.45,78.54,1900-01-01 14:30:00,28,33,Wednesday,August,14,0,1,14,0,53,27.39622641509434,1,0.8235294117647058
D13,2026-08-15,TRP-1668,Store C,17.375,78.48,1900-01-01 13:00:00,15,19,Saturday,August,13,1,1,41,2,41,29.146341463414632,1,0.75
D13,2026-08-16,TRP-1669,Store E,17.36,78.47,1900-01-01 13:30:00,27,21,Sunday,August,13,1,1,43,2,38,27.5,1,1.2272727272727273
D13,2026-08-23,TRP-1670,Outlet 1,17.385,78.49,1900-01-01 16:30:00,37,26,Sunday,August,16,1,1,24,4,35,27.82857142857143,1,1.3703703703703705
D13,2026-08-25,TRP-1671,Factory 1,17.46,78.55,1900-01-01 13:45:00,13,34,Tuesday,August,13,0,1,9,0,36,24.38888888888889,1,0.37142857142857144
D13,2026-08-28,TRP-1672,Pharmacy 2,17.405,78.495,1900-01-01 14:00:00,18,34,Friday,August,14,0,1,32,4,33,26.454545454545453,1,0.5142857142857142
D13,2026-09-07,TRP-1673,Depot A,17.435,78.535,1900-01-01 15:30:00,13,37,Monday,September,15,0,1,7,0,41,28.926829268292682,1,0.34210526315789475
D13,2026-09-10,TRP-1674,Bus Terminal,17.384,78.456,1900-01-01 10:00:00,34,16,Thursday,September,10,0,2,3,2,42,25.738095238095237,1,2.0
D13,2026-09-13,TRP-1675,Park B,17.358,78.458,1900-01-01 15:30:00,14,40,Sunday,September,15,1,1,30,2,33,24.484848484848484,1,0.34146341463414637
D13,2026-09-16,TRP-1676,Store D,17.4,78.5,1900-01-01 15:45:00,50,39,Wednesday,September,15,0,1,42,4,50,29.36,1,1.25
D13,2026-09-18,TRP-1677,Office C,17.415,78.485,1900-01-01 09:15:00,41,27,Friday,September,9,0,2,23,4,34,27.852941176470587,1,1.4642857142857142
D13,2026-09-20,TRP-1678,Office B,17.405,78.515,1900-01-01 13:45:00,40,13,Sunday,September,13,1,1,22,4,28,22.071428571428573,1,2.857142857142857
D13,2026-09-21,TRP-1679,Outlet 4,17.398,78.472,1900-01-01 15:45:00,14,26,Monday,September,15,0,1,27,4,35,27.114285714285714,1,0.5185185185185185
D13,2026-09-24,TRP-1680,Park B,17.358,78.458,1900-01-01 10:00:00,45,13,Thursday,September,10,0,2,30,2,33,24.484848484848484,1,3.2142857142857144
D13,2026-09-25,TRP-1681,Mall 1,17.37,78.465,1900-01-01 10:00:00,33,36,Friday,September,10,0,2,17,2,39,29.71794871794872,1,0.8918918918918919
D13,2026-09-27,TRP-1682,Hub North,17.45,78.54,1900-01-01 16:45:00,16,35,Sunday,September,16,1,1,14,0,53,27.39622641509434,1,0.4444444444444444
D13,2026-09-30,TRP-1683,Store C,17.375,78.48,1900-01-01 14:30:00,33,12,Wednesday,September,14,0,1,41,2,41,29.146341463414632,1,2.5384615384615383
D13,2026-10-06,TRP-1684,Park B,17.358,78.458,1900-01-01 14:15:00,32,15,Tuesday,October,14,0,1,30,2,33,24.484848484848484,2,2.0
D13,2026-10-12,TRP-1685,Outlet 3,17.365,78.478,1900-01-01 09:45:00,10,17,Monday,October,9,0,2,26,2,29,24.620689655172413,1,0.5555555555555556
D13,2026-10-17,TRP-1686,Store G,17.42,78.49,1900-01-01 16:30:00,33,12,Saturday,October,16,1,1,45,4,47,30.80851063829787,2,2.5384615384615383
D13,2026-10-19,TRP-1687,Pharmacy 2,17.405,78.495,1900-01-01 15:15:00,25,29,Monday,October,15,0,1,32,4,33,26.454545454545453,1,0.8333333333333334
D13,2026-10-21,TRP-1688,Hub North,17.45,78.54,1900-01-01 11:30:00,30,44,Wednesday,October,11,0,1,14,0,53,27.39622641509434,1,0.6666666666666666
D13,2026-10-22,TRP-1689,Store J,17.395,78.505,1900-01-01 15:30:00,14,34,Thursday,October,15,0,1,48,4,34,28.352941176470587,1,0.4
D13,2026-10-24,TRP-1690,Tech Park 2,17.355,78.458,1900-01-01 12:00:00,54,33,Saturday,October,12,1,1,50,2,38,26.289473684210527,1,1.588235294117647
D13,2026-10-26,TRP-1691,Bank A,17.388,78.482,1900-01-01 08:15:00,23,41,Monday,October,8,0,2,1,4,36,27.166666666666668,1,0.5476190476190477
D13,2026-10-27,TRP-1692,Store B,17.39,78.495,1900-01-01 13:00:00,49,11,Tuesday,October,13,0,1,40,4,37,26.35135135135135,1,4.083333333333333
D13,2026-10-28,TRP-1693,Mall 2,17.425,78.525,1900-01-01 12:15:00,25,14,Wednesday,October,12,0,1,18,0,32,27.375,1,1.6666666666666667
D13,2026-10-31,TRP-1694,Mall 2,17.425,78.525,1900-01-01 16:00:00,44,11,Saturday,October,16,1,1,18,0,32,27.375,1,3.6666666666666665
D13,2026-11-07,TRP-1695,Mall 1,17.37,78.465,1900-01-01 11:30:00,35,29,Saturday,November,11,1,1,17,2,39,29.71794871794872,1,1.1666666666666667
D13,2026-11-10,TRP-1696,Park B,17.358,78.458,1900-01-01 09:30:00,20,42,Tuesday,November,9,0,2,30,2,33,24.484848484848484,1,0.46511627906976744
D13,2026-11-12,TRP-1697,Office C,17.415,78.485,1900-01-01 16:15:00,38,23,Thursday,November,16,0,1,23,4,34,27.852941176470587,1,1.5833333333333333
D13,2026-11-13,TRP-1698,Airport Gate,17.24,78.43,1900-01-01 08:45:00,13,37,Friday,November,8,0,2,0,1,46,28.369565217391305,1,0.34210526315789475
D13,2026-11-18,TRP-1699,Restaurant 2,17.362,78.462,1900-01-01 12:45:00,53,22,Wednesday,November,12,0,1,35,2,38,24.55263157894737,1,2.3043478260869565
D13,2026-11-21,TRP-1700,Hub East,17.395,78.55,1900-01-01 09:30:00,36,29,Saturday,November,9,1,2,13,0,39,27.94871794871795,1,1.2
D13,2026-11-23,TRP-1701,Hub West,17.395,78.43,1900-01-01 11:00:00,51,40,Monday,November,11,0,1,16,3,49,29.20408163265306,1,1.2439024390243902
D13,2026-11-24,TRP-1702,Mall 1,17.37,78.465,1900-01-01 15:30:00,42,42,Tuesday,November,15,0,1,17,2,39,29.71794871794872,1,0.9767441860465116
D13,2026-11-27,TRP-1703,Mall 1,17.37,78.465,1900-01-01 12:00:00,13,15,Friday,November,12,0,1,17,2,39,29.71794871794872,1,0.8125
D13,2026-11-28,TRP-1704,Hub North,17.45,78.54,1900-01-01 10:30:00,41,15,Saturday,November,10,1,2,14,0,53,27.39622641509434,1,2.5625
D13,2026-11-29,TRP-1705,Hub South,17.33,78.44,1900-01-01 12:00:00,15,24,Sunday,November,12,1,1,15,1,33,27.272727272727273,1,0.6
D13,2026-12-04,TRP-1706,Outlet 3,17.365,78.478,1900-01-01 11:30:00,46,14,Friday,December,11,0,1,26,2,29,24.620689655172413,1,3.066666666666667
D13,2026-12-05,TRP-1707,Restaurant 1,17.402,78.502,1900-01-01 16:00:00,37,45,Saturday,December,16,1,1,34,4,32,30.96875,1,0.8043478260869565
D13,2026-12-06,TRP-1708,Warehouse 1,17.44,78.53,1900-01-01 08:30:00,59,42,Sunday,December,8,1,2,51,0,38,27.92105263157895,1,1.372093023255814
D13,2026-12-16,TRP-1709,Tech Park 1,17.425,78.515,1900-01-01 10:30:00,21,30,Wednesday,December,10,0,2,49,0,35,24.485714285714284,1,0.6774193548387096
D13,2026-12-17,TRP-1710,Pharmacy 1,17.375,78.472,1900-01-01 12:30:00,18,40,Thursday,December,12,0,1,31,2,24,27.541666666666668,2,0.43902439024390244
D13,2026-12-19,TRP-1711,Restaurant 2,17.362,78.462,1900-01-01 16:15:00,56,42,Saturday,December,16,1,1,35,2,38,24.55263157894737,1,1.302325581395349
D13,2026-12-20,TRP-1712,Market 2,17.385,78.508,1900-01-01 14:30:00,29,11,Sunday,December,14,1,1,20,4,41,27.073170731707318,1,2.4166666666666665
D13,2026-12-21,TRP-1713,Market 2,17.385,78.508,1900-01-01 12:30:00,21,33,Monday,December,12,0,1,20,4,41,27.073170731707318,1,0.6176470588235294
D13,2026-12-22,TRP-1714,Office C,17.415,78.485,1900-01-01 15:45:00,15,36,Tuesday,December,15,0,1,23,4,34,27.852941176470587,1,0.40540540540540543
D13,2026-12-23,TRP-1715,Airport Gate,17.24,78.43,1900-01-01 15:15:00,60,11,Wednesday,December,15,0,1,0,1,46,28.369565217391305,1,5.0
D13,2026-12-30,TRP-1716,Hotel A,17.388,78.492,1900-01-01 10:45:00,39,25,Wednesday,December,10,0,2,11,4,44,28.045454545454547,1,1.5
D14,2026-01-03,TRP-1717,School 2,17.408,78.512,1900-01-01 11:00:00,38,27,Saturday,January,11,1,1,37,4,49,26.6734693877551,1,1.3571428571428572
D14,2026-01-04,TRP-1718,Hub North,17.45,78.54,1900-01-01 16:45:00,19,10,Sunday,January,16,1,1,14,0,53,27.39622641509434,1,1.7272727272727273
D14,2026-01-10,TRP-1719,Clinic B,17.392,78.496,1900-01-01 14:15:00,31,37,Saturday,January,14,1,1,5,4,39,28.384615384615383,2,0.8157894736842105
D14,2026-01-12,TRP-1720,Market 1,17.395,78.488,1900-01-01 09:00:00,26,43,Monday,January,9,0,2,19,4,52,25.71153846153846,1,0.5909090909090909
D14,2026-01-13,TRP-1721,Tech Park 1,17.425,78.515,1900-01-01 10:30:00,36,41,Tuesday,January,10,0,2,49,0,35,24.485714285714284,1,0.8571428571428571
D14,2026-01-16,TRP-1722,Clinic B,17.392,78.496,1900-01-01 08:00:00,34,39,Friday,January,8,0,2,5,4,39,28.384615384615383,1,0.85
D14,2026-01-19,TRP-1723,School 2,17.408,78.512,1900-01-01 14:45:00,28,10,Monday,January,14,0,1,37,4,49,26.6734693877551,1,2.5454545454545454
D14,2026-01-23,TRP-1724,Factory 1,17.46,78.55,1900-01-01 08:15:00,25,36,Friday,January,8,0,2,9,0,36,24.38888888888889,1,0.6756756756756757
D14,2026-01-24,TRP-1725,Store A,17.385,78.486,1900-01-01 11:45:00,25,27,Saturday,January,11,1,1,39,4,38,28.526315789473685,1,0.8928571428571429
D14,2026-01-28,TRP-1726,Pharmacy 1,17.375,78.472,1900-01-01 15:00:00,14,10,Wednesday,January,15,0,1,31,2,24,27.541666666666668,1,1.2727272727272727
D14,2026-01-31,TRP-1727,Factory 1,17.46,78.55,1900-01-01 16:15:00,45,33,Saturday,January,16,1,1,9,0,36,24.38888888888889,1,1.3235294117647058
D14,2026-02-03,TRP-1728,School 2,17.408,78.512,1900-01-01 13:00:00,45,14,Tuesday,February,13,0,1,37,4,49,26.6734693877551,1,3.0
D14,2026-02-07,TRP-1729,Railway Station,17.432,78.498,1900-01-01 08:15:00,31,14,Saturday,February,8,1,2,33,0,37,27.62162162162162,1,2.066666666666667
D14,2026-02-10,TRP-1730,Store E,17.36,78.47,1900-01-01 16:30:00,12,41,Tuesday,February,16,0,1,43,2,38,27.5,1,0.2857142857142857
D14,2026-02-13,TRP-1731,Hub West,17.395,78.43,1900-01-01 10:15:00,53,34,Friday,February,10,0,2,16,3,49,29.20408163265306,1,1.5142857142857142
D14,2026-02-17,TRP-1732,Store E,17.36,78.47,1900-01-01 13:30:00,13,21,Tuesday,February,13,0,1,43,2,38,27.5,1,0.5909090909090909
D14,2026-02-18,TRP-1733,Shopping Center,17.445,78.527,1900-01-01 10:30:00,16,44,Wednesday,February,10,0,2,38,0,39,29.94871794871795,1,0.35555555555555557
D14,2026-02-19,TRP-1734,Outlet 1,17.385,78.49,1900-01-01 09:30:00,37,24,Thursday,February,9,0,2,24,4,35,27.82857142857143,1,1.48
D14,2026-02-22,TRP-1735,Hub North,17.45,78.54,1900-01-01 09:00:00,44,30,Sunday,February,9,1,2,14,0,53,27.39622641509434,3,1.4193548387096775
D14,2026-02-23,TRP-1736,Office C,17.415,78.485,1900-01-01 13:45:00,55,26,Monday,February,13,0,1,23,4,34,27.852941176470587,1,2.037037037037037
D14,2026-02-26,TRP-1737,Store F,17.41,78.51,1900-01-01 16:15:00,50,10,Thursday,February,16,0,1,44,4,31,24.774193548387096,1,4.545454545454546
D14,2026-02-28,TRP-1738,Store D,17.4,78.5,1900-01-01 08:15:00,46,45,Saturday,February,8,1,2,42,4,50,29.36,1,1.0
D14,2026-03-01,TRP-1739,Shopping Center,17.445,78.527,1900-01-01 09:00:00,28,24,Sunday,March,9,1,2,38,0,39,29.94871794871795,1,1.12
D14,2026-03-02,TRP-1740,Store D,17.4,78.5,1900-01-01 13:00:00,18,26,Monday,March,13,0,1,42,4,50,29.36,2,0.6666666666666666
D14,2026-03-07,TRP-1741,Outlet 3,17.365,78.478,1900-01-01 14:15:00,47,25,Saturday,March,14,1,1,26,2,29,24.620689655172413,1,1.8076923076923077
D14,2026-03-08,TRP-1742,Market 2,17.385,78.508,1900-01-01 12:45:00,59,27,Sunday,March,12,1,1,20,4,41,27.073170731707318,1,2.107142857142857
D14,2026-03-12,TRP-1743,Store B,17.39,78.495,1900-01-01 15:30:00,46,19,Thursday,March,15,0,1,40,4,37,26.35135135135135,1,2.3
D14,2026-03-14,TRP-1744,School 2,17.408,78.512,1900-01-01 11:00:00,21,15,Saturday,March,11,1,1,37,4,49,26.6734693877551,1,1.3125
D14,2026-03-18,TRP-1745,Outlet 5,17.412,78.498,1900-01-01 11:45:00,36,16,Wednesday,March,11,0,1,28,4,43,28.72093023255814,2,2.1176470588235294
D14,2026-03-20,TRP-1746,Warehouse 2,17.34,78.45,1900-01-01 13:15:00,23,29,Friday,March,13,0,1,52,2,30,24.766666666666666,1,0.7666666666666667
D14,2026-03-26,TRP-1747,Clinic A,17.382,78.483,1900-01-01 08:15:00,10,41,Thursday,March,8,0,2,4,4,42,28.404761904761905,1,0.23809523809523808
D14,2026-03-27,TRP-1748,Store D,17.4,78.5,1900-01-01 10:30:00,14,33,Friday,March,10,0,2,42,4,50,29.36,1,0.4117647058823529
D14,2026-03-30,TRP-1749,Factory 2,17.32,78.43,1900-01-01 14:45:00,25,24,Monday,March,14,0,1,10,1,40,27.15,1,1.0
D14,2026-04-02,TRP-1750,Hub East,17.395,78.55,1900-01-01 16:30:00,22,42,Thursday,April,16,0,1,13,0,39,27.94871794871795,1,0.5116279069767442
D14,2026-04-03,TRP-1751,Market 2,17.385,78.508,1900-01-01 10:00:00,52,11,Friday,April,10,0,2,20,4,41,27.073170731707318,1,4.333333333333333
D14,2026-04-05,TRP-1752,Restaurant 1,17.402,78.502,1900-01-01 16:30:00,42,37,Sunday,April,16,1,1,34,4,32,30.96875,2,1.105263157894737
D14,2026-04-06,TRP-1753,Bus Terminal,17.384,78.456,1900-01-01 09:00:00,32,43,Monday,April,9,0,2,3,2,42,25.738095238095237,1,0.7272727272727273
D14,2026-04-07,TRP-1754,Clinic B,17.392,78.496,1900-01-01 13:45:00,29,37,Tuesday,April,13,0,1,5,4,39,28.384615384615383,1,0.7631578947368421
D14,2026-04-08,TRP-1755,Clinic B,17.392,78.496,1900-01-01 12:30:00,32,31,Wednesday,April,12,0,1,5,4,39,28.384615384615383,1,1.0
D14,2026-04-11,TRP-1756,Clinic B,17.392,78.496,1900-01-01 15:30:00,32,36,Saturday,April,15,1,1,5,4,39,28.384615384615383,1,0.8648648648648649
D14,2026-04-16,TRP-1757,Factory 1,17.46,78.55,1900-01-01 16:00:00,23,10,Thursday,April,16,0,1,9,0,36,24.38888888888889,1,2.090909090909091
D14,2026-04-19,TRP-1758,Hotel B,17.378,78.476,1900-01-01 13:45:00,20,29,Sunday,April,13,1,1,12,2,40,25.2,1,0.6666666666666666
D14,2026-04-22,TRP-1759,Restaurant 1,17.402,78.502,1900-01-01 10:30:00,35,32,Wednesday,April,10,0,2,34,4,32,30.96875,1,1.0606060606060606
D14,2026-04-25,TRP-1760,Bus Terminal,17.384,78.456,1900-01-01 13:30:00,27,12,Saturday,April,13,1,1,3,2,42,25.738095238095237,1,2.076923076923077
D14,2026-05-02,TRP-1761,Bus Terminal,17.384,78.456,1900-01-01 10:30:00,59,10,Saturday,May,10,1,2,3,2,42,25.738095238095237,2,5.363636363636363
D14,2026-05-06,TRP-1762,Market 2,17.385,78.508,1900-01-01 08:30:00,16,10,Wednesday,May,8,0,2,20,4,41,27.073170731707318,1,1.4545454545454546
D14,2026-05-07,TRP-1763,Store E,17.36,78.47,1900-01-01 13:45:00,36,10,Thursday,May,13,0,1,43,2,38,27.5,2,3.272727272727273
D14,2026-05-11,TRP-1764,Outlet 2,17.375,78.505,1900-01-01 15:45:00,33,37,Monday,May,15,0,1,25,4,34,26.205882352941178,1,0.868421052631579
D14,2026-05-12,TRP-1765,Store C,17.375,78.48,1900-01-01 16:45:00,52,19,Tuesday,May,16,0,1,41,2,41,29.146341463414632,1,2.6
D14,2026-05-15,TRP-1766,Clinic B,17.392,78.496,1900-01-01 13:15:00,18,38,Friday,May,13,0,1,5,4,39,28.384615384615383,1,0.46153846153846156
D14,2026-05-16,TRP-1767,Shopping Center,17.445,78.527,1900-01-01 12:15:00,56,15,Saturday,May,12,1,1,38,0,39,29.94871794871795,1,3.5
D14,2026-05-18,TRP-1768,Market 2,17.385,78.508,1900-01-01 12:30:00,53,44,Monday,May,12,0,1,20,4,41,27.073170731707318,1,1.1777777777777778
D14,2026-05-20,TRP-1769,Airport Gate,17.24,78.43,1900-01-01 14:30:00,47,23,Wednesday,May,14,0,1,0,1,46,28.369565217391305,1,1.9583333333333333
D14,2026-05-22,TRP-1770,Store A,17.385,78.486,1900-01-01 14:00:00,10,30,Friday,May,14,0,1,39,4,38,28.526315789473685,1,0.3225806451612903
D14,2026-05-27,TRP-1771,Store C,17.375,78.48,1900-01-01 08:15:00,31,14,Wednesday,May,8,0,2,41,2,41,29.146341463414632,1,2.066666666666667
D14,2026-06-03,TRP-1772,Pharmacy 1,17.375,78.472,1900-01-01 10:30:00,38,23,Wednesday,June,10,0,2,31,2,24,27.541666666666668,1,1.5833333333333333
D14,2026-06-07,TRP-1773,Store D,17.4,78.5,1900-01-01 16:00:00,11,28,Sunday,June,16,1,1,42,4,50,29.36,1,0.3793103448275862
D14,2026-06-11,TRP-1774,Store A,17.385,78.486,1900-01-01 10:45:00,57,37,Thursday,June,10,0,2,39,4,38,28.526315789473685,1,1.5
D14,2026-06-12,TRP-1775,School 1,17.372,78.468,1900-01-01 13:45:00,16,30,Friday,June,13,0,1,36,2,30,28.1,1,0.5161290322580645
D14,2026-06-13,TRP-1776,Store J,17.395,78.505,1900-01-01 11:00:00,27,38,Saturday,June,11,1,1,48,4,34,28.352941176470587,1,0.6923076923076923
D14,2026-06-15,TRP-1777,Depot A,17.435,78.535,1900-01-01 13:15:00,51,25,Monday,June,13,0,1,7,0,41,28.926829268292682,1,1.9615384615384615
D14,2026-06-17,TRP-1778,Outlet 1,17.385,78.49,1900-01-01 08:45:00,43,15,Wednesday,June,8,0,2,24,4,35,27.82857142857143,1,2.6875
D14,2026-06-20,TRP-1779,Store E,17.36,78.47,1900-01-01 16:45:00,42,20,Saturday,June,16,1,1,43,2,38,27.5,1,2.0
D14,2026-06-25,TRP-1780,Depot A,17.435,78.535,1900-01-01 12:45:00,28,25,Thursday,June,12,0,1,7,0,41,28.926829268292682,1,1.0769230769230769
D14,2026-06-27,TRP-1781,Store E,17.36,78.47,1900-01-01 16:15:00,54,42,Saturday,June,16,1,1,43,2,38,27.5,1,1.255813953488372
D14,2026-06-30,TRP-1782,Restaurant 1,17.402,78.502,1900-01-01 08:00:00,30,33,Tuesday,June,8,0,2,34,4,32,30.96875,1,0.8823529411764706
D14,2026-07-03,TRP-1783,Restaurant 1,17.402,78.502,1900-01-01 10:30:00,37,12,Friday,July,10,0,2,34,4,32,30.96875,1,2.8461538461538463
D14,2026-07-04,TRP-1784,Bank A,17.388,78.482,1900-01-01 11:00:00,21,43,Saturday,July,11,1,1,1,4,36,27.166666666666668,1,0.4772727272727273
D14,2026-07-05,TRP-1785,Warehouse 2,17.34,78.45,1900-01-01 08:00:00,43,41,Sunday,July,8,1,2,52,2,30,24.766666666666666,1,1.0238095238095237
D14,2026-07-07,TRP-1786,Office A,17.38,78.475,1900-01-01 13:15:00,12,19,Tuesday,July,13,0,1,21,2,32,28.09375,1,0.6
D14,2026-07-08,TRP-1787,Airport Gate,17.24,78.43,1900-01-01 13:15:00,19,33,Wednesday,July,13,0,1,0,1,46,28.369565217391305,1,0.5588235294117647
D14,2026-07-11,TRP-1788,Hub West,17.395,78.43,1900-01-01 11:45:00,45,43,Saturday,July,11,1,1,16,3,49,29.20408163265306,1,1.0227272727272727
D14,2026-07-16,TRP-1789,Store E,17.36,78.47,1900-01-01 10:15:00,43,39,Thursday,July,10,0,2,43,2,38,27.5,1,1.075
D14,2026-07-21,TRP-1790,Office C,17.415,78.485,1900-01-01 14:45:00,15,45,Tuesday,July,14,0,1,23,4,34,27.852941176470587,1,0.32608695652173914
D14,2026-07-24,TRP-1791,Outlet 2,17.375,78.505,1900-01-01 09:00:00,47,35,Friday,July,9,0,2,25,4,34,26.205882352941178,1,1.3055555555555556
D14,2026-07-28,TRP-1792,Store D,17.4,78.5,1900-01-01 12:45:00,13,42,Tuesday,July,12,0,1,42,4,50,29.36,1,0.3023255813953488
D14,2026-07-31,TRP-1793,Park A,17.418,78.518,1900-01-01 14:15:00,39,19,Friday,July,14,0,1,29,0,29,26.79310344827586,1,1.95
D14,2026-08-01,TRP-1794,Tech Park 2,17.355,78.458,1900-01-01 15:15:00,13,11,Saturday,August,15,1,1,50,2,38,26.289473684210527,2,1.0833333333333333
D14,2026-08-08,TRP-1795,Store H,17.35,78.46,1900-01-01 16:45:00,46,42,Saturday,August,16,1,1,46,2,39,25.41025641025641,1,1.069767441860465
D14,2026-08-09,TRP-1796,Mall 2,17.425,78.525,1900-01-01 16:45:00,51,20,Sunday,August,16,1,1,18,0,32,27.375,1,2.4285714285714284
D14,2026-08-12,TRP-1797,Hub West,17.395,78.43,1900-01-01 16:30:00,55,44,Wednesday,August,16,0,1,16,3,49,29.20408163265306,1,1.2222222222222223
D14,2026-08-13,TRP-1798,Community Center,17.362,78.484,1900-01-01 08:45:00,24,20,Thursday,August,8,0,2,6,2,33,26.363636363636363,1,1.1428571428571428
D14,2026-08-14,TRP-1799,Office C,17.415,78.485,1900-01-01 12:45:00,47,19,Friday,August,12,0,1,23,4,34,27.852941176470587,1,2.35
